ptype,floor_area,build_year,occupy,star,site_eui,ngas,water_use
Office,253339,1926,100,89,66.9,1199145.4,3508.4
Multifamily Housing,80565,1928,100,92,78.1,5345046.4,4735.3
Office,98454,1928,100,87,65.6,1857.6,1042.8
Hotel,81000,2008,100,43,130.6,5218769.1,8097.2
Office,115745,1924,100,78,93.3,2679464.1,2487.8
Office,200254,1927,100,88,67.9,6750119.2,5131.6
Office,123177,1927,100,82,73.6,7141.2,1300.9
Office,121817,1928,100,93,63.8,1306.1,1362.2
Multifamily Housing,167760,2011,100,33,95.3,11032499.9,8560.7
Office,83410,1922,100,98,41.8,233207,2257
Hotel,102824,2012,100,99,48.8,3078351.3,48.2
Office,54395,1925,100,83,75.6,2525106,468.3
Office,110200,1929,100,95,65,3648473.2,890.7
Office,225045,1929,100,84,71.7,1875503,6942.6
Hotel,103133,2013,90,41,74.4,2955100,6827.5
Office,143946,1920,100,91,64.5,540960.6,3008.1
Multifamily Housing,116249,1931,100,67,78.9,7228690.6,4650.7
Multifamily Housing,122198,1937,100,24,93.1,2936533,6708.7
Multifamily Housing,96221,1930,100,57,72.8,4799439.6,4966.3
Multifamily Housing,136095,1989,100,1,123.2,717352.1,10830.3
Multifamily Housing,69206,1926,100,75,52.9,1589050.1,1289.9
Office,138646,1910,100,85,66.1,2628318.9,2479.8
Office,167228,1912,100,28,116.5,3792471.4,3244.3
Multifamily Housing,60945,2010,100,9,83.1,1873810.4,2430.4
Office,92532,1929,100,67,81.3,3470452.2,2313.4
Multifamily Housing,157364,1986,100,100,18.9,1766620.8,5610.4
Multifamily Housing,87037,1962,100,28,99.3,6292416.4,4854.1
Multifamily Housing,52313,2002,100,6,55.3,30259.4,1453.9
Multifamily Housing,61690,1940,100,86,66.7,1005769.9,5298.1
Multifamily Housing,96500,1974,100,93,60.2,3717743.8,3977.1
Multifamily Housing,66524,1930,95,100,5,59033.3,0
Multifamily Housing,57207,1930,95,100,23.2,45890,0
Multifamily Housing,75767,1904,100,36,121.2,5829769.8,9049.2
Residence Hall/Dormitory,58450,1923,100,81,72.6,896960,2364.6
Multifamily Housing,564683,1910,100,29,89,26955082.7,11681.8
Multifamily Housing,50029,1962,100,84,74.4,216933.3,2268.1
Multifamily Housing,62586,1935,100,59,81,155712.3,2129.9
Multifamily Housing,78780,1925,100,74,74.8,36510,2292
Multifamily Housing,236778,2011,100,72,56.4,7056526,8785.1
Office,183249,1925,100,86,66.7,405353.3,2797.6
Residence Hall/Dormitory,97000,1980,100,77,67.5,161000,11987.5
Office,94331,1929,100,96,44.1,164280,893.4
Multifamily Housing,77742,1918,100,91,54.5,154140,1854.8
Office,132000,1930,100,91,62.9,3304684.1,1983.1
Office,195884,1920,90,83,69.6,11290.3,6281.4
Office,170868,1920,100,94,58.7,796.4,3947.7
Hotel,80000,2006,100,89,77.2,3218800.1,9861
Multifamily Housing,58194,2006,100,1,109.9,2530236,4296.9
Office,93275,1928,90,90,66.5,4413.3,2614.4
Office,127000,1922,100,69,110.1,2761441.8,4265.2
Office,142801,1925,100,61,147.4,2700,2840.4
Office,76355,1926,100,99,59.1,3189400,273.8
Office,95478,1928,100,67,100.5,3700,1866.4
Office,65977,1925,100,75,56.8,11918.8,1271.4
Office,2300271,1970,100,73,139.2,113228169.9,63820
Office,520916,1929,100,88,57.9,10963.6,6412.3
Office,112609,1935,100,93,52.3,103,21.9
Office,79230,1926,100,91,69.8,3684945.3,3257.2
Office,131750,1924,100,88,61.1,1061107,3144.4
Office,78585,1924,100,55,104.7,2483751.5,3312.4
Office,781712,1926,100,88,60.5,4838587.7,17948.4
Multifamily Housing,78731,1925,100,94,44.6,2318572.9,1314.6
Non-Refrigerated Warehouse,87675,1924,100,56,38.7,2899699,726.4
Office,164243,1926,60,96,30.7,2097.6,2112.1
Office,235678,1925,100,84,90.5,2322693.9,8749.2
Office,191211,1925,100,83,65.3,590270.6,4325.9
Office,70579,1922,100,91,57,1700,720.5
Office,150809,1929,100,96,47.4,2264.6,1636.7
Office,96275,1922,100,89,55.6,1550345.2,3876.1
Office,66073,1924,100,89,60.2,1953458.7,730.1
Multifamily Housing,78325,1927,100,6,82.9,828100,3471.7
Office,129560,1920,100,79,67.6,2388051.7,2813.1
Office,314195,1919,100,70,84.4,1709584,8183.3
Office,81763,1945,100,91,68.1,757.1,2159.9
Office,181568,1906,100,84,75.2,80906,1519.8
Office,152515,1923,100,74,77.2,5042589.4,1375.1
Office,137199,1923,100,63,88.7,4469984.9,4585.6
Office,86098,1927,100,54,85.4,3497344.5,1939.7
Multifamily Housing,63500,1920,100,78,68.7,3212199.8,3116.4
Multifamily Housing,95000,2006,100,10,62.2,1415441.7,2921.1
Multifamily Housing,69851,2008,100,38,64.3,1753049.9,1711.5
Office,52500,1989,100,63,77.6,854145.3,1575.4
Office,216200,1900,100,68,72.2,7384.4,5085
Office,134235,1904,100,44,99.6,12552,1734.9
Multifamily Housing,270238,2001,100,2,131,26390564.5,11261.4
Multifamily Housing,58269,1909,100,68,54.9,82050,1059.6
Office,106941,1898,100,43,79,3448200,1411.6
Multifamily Housing,57605,1938,100,90,59.6,43769.5,2116.7
Multifamily Housing,45849,1875,100,55,47.4,1206176.7,1725.4
Medical Office,237000,1901,100,59,102.8,12552,4932.9
Office,82500,1911,100,88,55.1,3090,1428.8
Office,79745,1910,100,69,77.8,16000,730.1
Multifamily Housing,92813,2006,100,30,66.6,3602343.5,1906.2
Multifamily Housing,51048,1911,100,13,84.5,2844584,1297.9
Multifamily Housing,67132,1911,100,11,69,1428406.7,2326.4
Multifamily Housing,56378,2012,100,98,41.7,1490296.7,2384
Multifamily Housing,127000,1910,100,71,64.9,5455116.6,5240.9
Multifamily Housing,71930,2008,100,84,47.4,1979953.2,1075.4
Multifamily Housing,129326,2008,100,20,61.1,2805866.8,4614
Multifamily Housing,94835,1958,100,100,23.6,98286.7,3664.8
Office,64460,1910,100,69,100.7,921700,1929
Office,96000,1911,100,88,66.1,2709576.8,3714.9
Office,60972.9,1911,100,94,62.6,1450,1491
Office,46280,1911,100,92,52.1,14116.7,885.2
Hotel,55916,2003,90,47,102.5,1672943.2,4857.2
Multifamily Housing,63834,1911,100,2,95.8,3200133.3,1560.4
Multifamily Housing,335836,2008,100,21,64.1,8589526.8,14757.6
Multifamily Housing,263760,2001,100,20,85.8,15113016.6,9296.8
Office,84150,1970,100,96,42.4,1063.3,944
Office,64856,1913,100,75,94.9,1010506.6,3966.7
Multifamily Housing,43500,1922,100,93,30.9,555193.3,2458.8
Residence Hall/Dormitory,61500,1912,100,24,143.4,2982573,6926
Hotel,57200,2007,100,47,132.2,2747634.2,6436.2
Multifamily Housing,70077,1911,100,95,47.7,2601900.2,2623.4
Office,118785,1910,100,81,100.3,1248,1095.1
Office,52500,1910,95,91,47.3,1496.4,88863.7
Office,111611.3,1927,100,94,77.4,230.7,816.4
Office,56500,1913,100,85,80.7,6264.8,413.4
Office,127658,1923,100,67,112.7,746,1014.4
Hotel,80454,2008,80,33,102.8,3933122.8,7369
Multifamily Housing,265158,2008,100,11,115.1,25308360.9,26883.5
Office,85517,1912,100,1,292.9,5100,880.5
Office,105642,1900,100,95,49.2,2027246.1,1505.3
Hotel,124000,2013,100,3,75.5,3274900,8665
Office,248714,1927,90,91,56.7,5308667.2,3162.8
Office,401085,2008,100,14,67.3,11005965,11338.8
Hotel,1412862,1918,100,66,108.3,3062225.7,98534.6
Office,53115,1903,100,68,70.2,1143307.9,825.8
Office,138728,1960,100,44,118.7,4116344.3,6355.4
Retail Store,2169496,1902,100,85,60.9,5692684.9,83344.9
Office,252284,1915,100,79,84.1,930751.5,4162.6
Office,101203,1945,100,84,87.1,1257.6,3534.5
Office,227400,1921,100,74,73.1,111124.2,4722.6
Office,356246,1925,100,100,33.7,5383545.3,2273.6
Office,57000,1909,100,91,55.1,1500.4,637.2
Office,99117,1923,100,92,55,596.8,2095.3
Office,399639,1925,100,91,83.4,605854.7,3249.1
Office,277434,1928,100,88,63.7,227819.6,3702.4
Office,110000,1914,100,89,46.9,425.8,1943.4
Office,96346,1924,100,95,38.7,1156.6,519.9
Office,423289,1928,100,74,76.9,1169682.7,7154.8
Office,499340,1926,100,89,46.4,194975.8,6669.9
Office,490672,1925,100,88,52.2,1818933.1,11197.8
Office,1094991,1950,75,78,82.3,847560.4,33024.4
Office,809400,1935,100,81,75.8,45544.7,4568.4
Multifamily Housing,52289,1923,100,54,56.8,700,874.9
Office,420293,1930,100,85,62,469621.3,5572.5
Office,126457,1914,100,90,62.9,33351.6,3092.5
Multifamily Housing,294839,1964,100,1,140.2,32544654.9,14726.9
Multifamily Housing,69630,2008,100,34,73.6,2901321.6,2256.1
Multifamily Housing,444643,1962,100,76,68.5,21838013.6,16371.1
Office,261000,1906,100,85,60.8,5046432.1,2061.4
Multifamily Housing,62192,1911,100,48,93.6,44396.9,3859.2
Office,164630,1988,100,91,57.9,4285762.1,2250.1
Office,283678,1910,100,70,75.5,12774,4721.7
Office,107967,1905,100,91,53.7,366.7,339.2
Office,77035,1911,100,83,73.1,1195044.9,680.6
K-12 School,90600,1988,100,29,90.2,6003028,4870.3
Office,60257,1906,100,48,84.4,1410878.2,1623.3
Office,161154,1900,100,40,99,3464506.1,3646.1
Office,47349,1910,100,1,313.3,5287328.9,3128.2
Office,92058,1902,100,79,58.8,321170,2810.5
Multifamily Housing,80730,1908,100,30,68.5,2391074.3,1578.4
Multifamily Housing,55025,1901,100,4,93.7,36138,1078.7
Multifamily Housing,58594,1906,100,7,77.7,2019277.1,1726.5
Office,749000,1896,100,76,88.2,25200,16764.8
Office,112462,1911,100,42,108.3,3189724.9,4479.3
Office,51000,1920,100,36,90.8,1122231,281.2
Office,191278,1886,90,81,75.9,2033.3,2726.8
Office,92820,1906,100,82,79.1,8726.7,7817.2
Office,120000,1909,100,96,41.4,458003.3,1437.8
Office,100794.9,1908,100,90,64.8,703.3,3840.1
Office,150000,1900,100,87,61.2,6680,1858.9
Office,59752,1920,100,57,90.7,941765,2417.7
Office,62799,1908,100,94,85.8,41386.9,2454.4
Office,110000,1910,100,86,68.5,717340,2412.8
Multifamily Housing,73500,1915,100,27,60.6,2479400.3,844.6
Multifamily Housing,151236,2008,100,74,43.2,2801623.4,5065.1
Office,118948,1908,100,81,100.3,2806,1817.2
Office,128000,1911,100,75,83.5,2377631.9,5224.4
Office,159287,1910,75,93,49.2,470513.3,3497.8
Office,52500,1907,100,94,36.3,603.3,1124.6
Multifamily Housing,459402,2000,100,3,88.2,14388163.3,26466.7
Office,74027,1901,100,39,103,2428687.2,1550.5
Office,720042,1910,90,55,97.8,10135716.2,35686.8
Multifamily Housing,269610,2000,100,36,82.9,13674229.8,13697.8
Office,70000,1912,100,68,81.9,1571206.6,2774.5
Office,272754,1914,100,88,50.1,923133.7,4794.3
Office,60000,1916,100,80,68.9,1140,1448.2
Multifamily Housing,382790,2007,100,7,100.6,21113229.4,20561.7
Office,100000,1909,100,92,59.1,3738692.3,3577.2
Office,105667,1896,95,72,130.6,2025323.3,3761.8
Office,82720,1930,100,56,95.8,1661167,6469.2
Office,122330,1908,100,69,74.7,2735820,0
Office,132000,1915,100,90,63.6,588110,1825
Office,388582,1920,100,91,57.7,2896904.9,13.6
Hotel,50000,1994,100,49,67.7,1820164.4,969.5
Multifamily Housing,298829,2003,100,29,78.4,14988857.9,9738.6
Office,80804,1930,100,80,73.1,3167903.6,1074.1
Hotel,125000,1999,85,83,132.7,8709777.8,11328.5
Office,141830,1967,100,71,85.9,3571981.5,1710.1
Office,49700,1916,100,74,89.4,1603,815.4
Office,75750,1910,100,91,82.8,4880699.6,1704.1
Office,59151,1930,100,96,46.7,943,2947.3
Hotel,90633,1904,100,97,32.9,950478.8,14923.7
Hotel,177000,2012,85,95,37.3,2747469.7,7121.1
Multifamily Housing,133394,1890,100,64,99.7,8978269.1,16510.4
Office,130000,1909,100,100,34.6,1243.3,1740.7
Office,132844,1915,90,98,43.8,24002.4,3591.1
Office,75370,1915,100,83,66,2497.6,3147.8
Hotel,83753,1900,90,30,83.2,3235499.8,9104.5
Office,52240,1908,90,73,82.2,1300,3794.1
Office,113000,1913,90,90,66,1910122.4,4794.4
Office,54118,1906,100,10,146.6,3923063.8,3116.2
Hotel,69992,1905,100,83,101,7066094.8,5888.7
Office,63000,1911,100,65,124.1,2107297.3,1537.1
Office,185789,1908,100,82,63.1,3021844.4,5513.2
Hotel,75568,1900,90,23,105.3,743600,8867.1
Office,136069,1925,100,77,72,1447561.7,3634.2
Multifamily Housing,148598,2003,100,66,62,5114752.6,14402.6
Office,2778517.2,1930,100,87,72.6,4441139.1,78371.7
Office,81831,1907,100,63,78.6,2049489,1372
Office,57853,1906,100,75,70.5,7049.6,752.5
Hotel,55498,1980,80,99,32,239241.4,5469
Hotel,90000,2013,100,5,113.5,12600,6785
Hotel,64817,1980,100,61,82.8,1759282.5,4908
Office,87706,1902,100,14,197.4,10891099.8,9889.2
Office,67900,1915,100,75,78,1036200,3519.9
Office,59367,1920,100,57,97.3,1061603,1926
Office,65000,1912,100,70,74.3,5136.4,585.7
Office,60149,1911,90,89,68.5,6421.2,638.8
Hotel,105103,2013,85,60,89.7,5009415,7438.9
Hotel,51147,2013,95,35,74.4,939800,2998.2
Multifamily Housing,282000,1986,100,35,122.6,32230591.4,20648.5
Office,114319,1920,100,61,116.5,1513,1318.4
Office,52631,1911,100,69,83.8,384406.1,4195.4
Office,58909,1910,100,81,59.3,104542.4,1352.5
Office,50771,1925,100,90,61.7,1000,379.9
Office,153962,1926,100,83,65.2,2930.3,1330.4
Office,147943,1925,100,59,122.6,148,1935.2
Office,52698,1915,100,76,64.6,2523.6,518
Office,95000,1921,100,51,95.9,4257895.2,2373.7
Office,66577,1936,100,88,75,390254.8,961
Office,110000,1912,100,68,78.8,3209.1,1001.6
Hotel,126374,1930,100,15,142.4,9098599.7,8663.9
Office,73600,1924,100,92,60.8,1682.4,1097.4
Hotel,78000,2013,100,66,86.2,2759611,6327.2
Office,109172,1912,95,69,80,120168,1965.9
Office,65043,1915,100,81,54.7,1442,2528.4
Office,51000,1912,100,85,74.7,599.5,475.8
Office,113631,1913,100,64,102.7,802803.8,2941.3
Hotel,125000,1924,90,19,150.6,8539900.2,11923.2
Office,88694,2002,100,73,86.4,843490,2183.2
Office,52000,1900,100,50,94.5,1639900.1,887.4
Office,138727,1907,100,54,123.8,2999,1235.6
Multifamily Housing,95592,1900,100,5,104.2,5697693.9,2594.7
Multifamily Housing,63255,1984,100,65,60.7,2172894.4,2660.1
Office,69197,1911,100,81,68.4,73135.5,1419.9
Office,87408,1901,100,64,99.5,3703124.9,1327
Office,52298.7,1904,100,97,52.2,111233.9,1102.3
Multifamily Housing,118446,1902,100,1,147.7,5424699.7,14818.6
Office,35000,1900,100,62,70.6,465570.6,948.3
Retail Store,52810,1882,100,80,115.5,236685.3,1829
Multifamily Housing,102017,1985,100,38,71.1,5052039,3693
Non-Refrigerated Warehouse,73622,1900,100,14,69.4,26800,736.1
Multifamily Housing,105660,1910,100,69,70.3,151350,3073.6
Office,199588,1877,100,64,95.9,4230011.2,9333.4
Retail Store,88277,1900,100,55,86.3,7394.1,511.8
Office,66250,1912,100,86,48.2,671764.5,838.6
Office,296432,1913,100,88,53,17214.7,2969
Office,65600,1911,100,95,54.5,1750,819.3
Office,217724,1927,85,90,50.4,209505.9,2853
Multifamily Housing,155597,1913,100,13,70,3549994.1,4958.8
Office,173159,1918,100,70,82.2,222354.8,5176.5
Multifamily Housing,74646,1911,100,1,162.4,3191081.8,7241.9
Office,59307,1900,100,44,92.4,1711823,642.2
Multifamily Housing,60609,1913,100,8,84.4,2710699.9,1928.7
Office,183000,1902,100,77,100.6,1533544.5,1929.2
Multifamily Housing,136754,1911,100,21,84.7,1475250,4412.9
Office,196120,1924,100,67,89.4,731400,0
Multifamily Housing,361635,1985,100,23,97.9,23469073.9,15692.6
Multifamily Housing,58033,1907,100,83,61.9,2242567.4,1360
Multifamily Housing,195000,2008,100,1,101.5,9808321.6,3563
Office,1143356,1909,100,78,105.5,1397693.8,23439.8
Office,2300000,1929,100,69,90.2,2797200.2,45131.5
Office,518623,1972,80,61,115.4,1047183.1,7505.4
Multifamily Housing,203053,2006,100,9,88.8,7268918,9448.6
Hotel,54000,1903,100,37,89.9,371137.5,4012.9
Office,54000,1911,100,68,104.3,1591311.6,1661.1
Hotel,68289,1904,100,100,24.1,43205.5,1481144.7
Office,307418,1927,80,76,78.3,1636000,7101.3
Multifamily Housing,515185,2014,95,50,46.6,8855240.5,9472.2
Office,126052,1916,95,74,58.9,170.6,0
Hotel,73000,1903,75,3,174,946748.9,2213.8
Office,152709,1913,100,98,81.1,200,6140
Office,75655,1915,100,45,130.6,1409,1817.4
Office,246520,1913,100,71,68,805.9,2372.4
Office,92988,1912,100,57,117.7,4653,857.2
Office,583972,1921,100,94,44.4,3414.7,2366.8
Office,180000,1913,90,93,59.1,6800,11638
Office,53464,1914,100,83,87.6,50900,873
Hotel,94870,1929,90,74,81.6,599800,6397.3
Hotel,63967,1903,100,28,133.9,4364367.7,53564
Multifamily Housing,76430,1922,100,22,76.4,3299536.1,2078.3
Multifamily Housing,175687,2013,95,88,50.6,5797050.2,3864.4
Office,237000,1916,100,77,58.3,300,2308.5
Office,234073,1925,95,87,67.7,1046897.9,4666
Office,122750,1927,100,79,73,0,1116.8
Office,56000,1907,100,44,112.1,840813,2507.5
Office,62156,1900,100,100,40.6,2817.6,2800.5
Multifamily Housing,111207,1912,100,9,94.5,3636512.9,3278.1
Office,60450,1915,90,82,53.7,885988.3,1532
Office,96132,1916,100,54,120.3,500,2548.8
Medical Office,64055,1900,100,91,37.9,433229.4,3209.9
Office,99722,1907,100,96,62.6,727985.7,2124.4
Office,127866,1913,100,83,70.3,1582.4,2057.8
Office,119605,1914,100,85,78.2,793185.3,2161.1
Multifamily Housing,286400,1912,100,1,129.9,2198920,16060.7
Office,231315,1925,95,88,66.6,1743.5,3500.9
Multifamily Housing,65598,1979,100,51,69.8,1033052.8,2367.4
Multifamily Housing,126844,1955,100,77,65.2,303936.6,4681.8
Multifamily Housing,236325,1955,100,85,74.3,406887,8041.6
Multifamily Housing,122295,1949,100,83,62.8,2532688.4,4039
Multifamily Housing,99910,2005,100,36,83.5,6095955.6,5281.2
Office,107138,1922,100,74,89.6,4398,3373.7
Multifamily Housing,141251,1926,100,73,68.7,309967.7,5438.5
Multifamily Housing,89453,1912,100,2,91.2,3709699.9,6556.7
Multifamily Housing,92697,1952,100,75,70.7,121629.7,3463.3
Office,111449,1915,100,78,59.8,1619.4,1015.1
Hotel,59400,1980,90,17,153.3,92564.5,4751.5
Multifamily Housing,129565,1940,100,69,70.8,196625.8,3159.8
Hotel,105231,1995,100,30,159.3,1671189.9,9881.6
Office,82997,1920,100,24,132.7,1167044.9,3350.5
Office,61240,1906,100,33,125,917600,4649.1
Multifamily Housing,179595,1956,100,19,116.7,205442.3,10426.7
Office,855369,1964,100,58,126.6,718499,21629.9
Office,92577,1927,100,85,64.7,542059.3,25098.8
Office,62691,1918,100,38,90,462402,3105.6
Office,89872,1911,100,67,77.2,600,2307.2
Multifamily Housing,179384,1986,100,78,42,345503,13149.3
Office,107945,1912,100,99,74.3,400,1167
Office,67625,1910,100,18,171.4,1920331.9,2385.5
Multifamily Housing,70960,1963,100,5,97.6,184500,5709.5
Hotel,205473,1901,100,37,127.8,3746600,17991
Multifamily Housing,216664,1960,100,16,127.6,23942212.7,7601.7
Office,311340,1914,100,87,70.7,2104,3267.5
Office,125000,1909,100,96,57.9,818337.9,2844.7
Multifamily Housing,55000,1913,100,85,59.2,48900,1069
Multifamily Housing,48122,1911,100,1,167.2,1443806.3,9056.7
Multifamily Housing,79092,1930,100,72,86.3,118011.8,5016.4
Multifamily Housing,88000,1886,100,47,77,5006776.5,2668.3
Multifamily Housing,191321,1928,100,68,75.4,320900,6018.1
Multifamily Housing,93280,1930,100,90,52,118445.5,4747.9
Multifamily Housing,99228,1920,100,20,92.3,3123381.4,2963.8
Multifamily Housing,128320,1917,100,73,82.3,8716973.2,5181.8
Multifamily Housing,75767,1928,100,40,96.7,997112,2989.2
Office,106453,1892,100,100,11.5,1072968.5,601.1
Multifamily Housing,138299,1900,100,31,103.2,1642230,5232.3
Multifamily Housing,180900,1992,100,65,58,6552464.8,7165.2
Office,183730,1924,100,2,242.8,8191.2,1880.3
Multifamily Housing,87315,2005,100,20,84.4,4087808.9,3981.9
Residence Hall/Dormitory,294992,2009,100,86,56.3,11590619.7,18088.9
Multifamily Housing,173461,1964,100,85,66,8145196.4,8360.2
Hotel,44749,1999,100,13,118.4,2904700.1,5182.5
Office,96052,1910,100,1,929,87594045.6,8020.8
Multifamily Housing,60025,1939,100,87,61.7,2886028.6,1961.4
Office,73728,1915,100,60,113.4,400,5346.1
Office,194798,1910,100,3,442.3,76950807.4,5089.3
Office,179568,1923,75,95,43.2,1901.8,2827.3
Multifamily Housing,177350,1965,100,28,83.5,266600,748.7
Multifamily Housing,98359,1931,100,24,94.4,127800,4434.3
Multifamily Housing,114872,1984,100,38,86.7,373746.5,7073.4
Multifamily Housing,110000,1927,100,30,76.1,6226952.9,3271.4
Office,75588,1910,100,77,75.6,2711.8,1147.5
Multifamily Housing,83467,1984,100,4,60.7,1035641.8,2161.9
Multifamily Housing,61000,1987,100,5,118.6,5343675.2,3152.1
Multifamily Housing,75000,1989,100,96,63,60700,4749.4
Multifamily Housing,58321,1930,100,87,71.3,3022164.8,3113.4
Retail Store,470000,1960,100,88,48.6,8140314.9,1858.3
Office,105280,1927,100,50,105.8,2402.9,1568.7
Multifamily Housing,62188,1993,100,100,41,2127103.1,849.1
Multifamily Housing,55880,1988,100,8,118.7,4148811.5,2750.6
Multifamily Housing,164367,1975,100,38,87,1360832.4,12572.5
Hotel,194886,1987,100,77,88.7,165675.1,10340.9
Multifamily Housing,160271,1980,100,83,56.6,331714.7,6585.6
Multifamily Housing,74798,1957,100,21,94,5354673.2,3522.7
Multifamily Housing,88900,1955,100,51,109.5,201549.3,6818.8
Multifamily Housing,67264,1924,100,88,68.8,165983.9,2720.3
Multifamily Housing,83130,1957,100,53,83.4,136203.2,3387.2
Multifamily Housing,65000,1956,100,88,65.8,141270.2,3476.4
Multifamily Housing,116914,1959,100,88,53.5,163859.5,4316.6
Hotel,190431,1925,100,33,101.3,1696694.2,14939.3
Multifamily Housing,111000,1930,100,7,126,1237496.1,5504
Multifamily Housing,105000,1936,100,80,75.4,178512.3,3793.3
Hotel,141567,1927,100,52,95.4,55045.4,11950.9
Office,573483,1953,100,86,66.5,930149.8,17343.2
Multifamily Housing,65390,1985,100,81,84.2,112332.5,2412.2
Hotel,72500,1980,80,67,97.3,3256679.5,4264.1
Office,52188,1915,100,41,141.1,2800,1882.3
Multifamily Housing,159424,1930,100,100,65.6,7330451.8,8309.2
Multifamily Housing,111396,1957,100,51,76,6432272.2,3477.7
