bname,build_year,floor_area,occupy,water_use,ws_ngas,ws_elec,site_eui
Multifamily,1941,78420,100,3097.7,0.6,281326.3,71.5
Multifamily,1964,685393,100,46917.4,1,2950724.3,109.8
Multifamily,1922,88740,100,11584.9,0.7,348771.7,79
Multifamily,1963,271000,100,7281.5,0.4,1498366.3,56.6
Multifamily,1930,57000,90,2240.5,0.7,153970.5,71.8
Multifamily,1930,68600,100,6604.7,0.7,218896.7,78
Multifamily,1922,65450,100,5065,0.8,43035.9,78.1
Multifamily,1955,146688,100,10752.3,0.5,578379.9,69.5
Multifamily,1941,53400,100,2735.6,0.8,206042.9,85.3
Multifamily,1926,116000,100,6998,0.5,303717.6,56
Multifamily,1922,52360,100,8264.6,0,184715.5,12.8
Multifamily,1953,113850,100,0,1.1,514680.1,114.9
Multifamily,1953,113851,100,7386.1,0.6,658649.6,82
Multifamily,1937,124124,100,4859.2,0.5,340901,55.9
Multifamily,1931,65100,100,6335.9,0.6,157020.7,61.9
Multifamily,1950,72629,100,5903.6,1,295449.3,109.8
Multifamily,1939,94080,100,3179.3,0.5,350671.1,67.9
Multifamily,1951,86505,100,7707.9,0.8,311944.4,91.4
Multifamily,1951,66992,100,3640.3,0.5,35294.5,43.6
Multifamily,1930,83370,100,6443.9,0.7,305366.5,78.7
Multifamily,1935,63000,100,2571.8,0.8,37025,75.5
Multifamily,1950,69000,100,3915.4,0,219506.1,17.3
Multifamily,1950,72705,100,4731.4,0.6,265456.1,70.4
Facility,1942,63529,100,160.6,0.1,221229.7,21.1
Facility,2006,71172,100,302,0.1,197540.1,21.8
Multifamily,1966,149521,95,7753.1,0.7,722432.1,82
Multifamily,1965,149520,95,7498.6,0.7,645591.3,84.1
Multifamily,1966,149520,95,7950.8,0.1,688769.2,27
Multifamily,1966,149520,95,13738.3,0.6,615803.2,70.8
Multifamily,1966,149520,95,7472.4,0.7,867024.4,83.3
Multifamily,1959,78396,100,6622,0.8,492058.2,99.4
Multifamily,1959,100471,100,13204.7,1.8,395061.9,186.5
Multifamily,1951,96000,100,8037,0.7,333327.7,86
Multifamily,1950,84368,100,8033.8,0.6,522784.6,81.9
Multifamily,1955,87001,100,5651.5,0.7,304275.6,81.1
Multifamily,1931,70200,100,3732.8,0.7,169570.3,74.5
Facility,1940,90000,100,272.3,0.2,1191213.1,61.6
Facility,1987,160534,100,1174,0.1,334837.9,14.1
Facility,1971,177386,100,1852.8,0.4,668193.5,53.4
Multifamily,1975,123140,100,14369.7,1.1,2036799.9,167.4
Multifamily,1975,107544,100,15801.1,0.4,1794531.7,90.7
Multifamily,1975,130147,100,10801.9,0.4,3127299.9,125.9
Multifamily,1964,59840,100,1303.6,0.8,558242.1,110.1
Multifamily,1963,132606,100,7981,0.8,754118.4,93.6
Multifamily,2006,125835,100,5243.8,0.9,1680620.9,129.8
Multifamily,1967,52580,100,3921.1,1.2,289677.9,134.4
Multifamily,1928,76300,100,4477.1,0.8,268503.9,81.5
Multifamily,1963,100300,90,6386.1,0.7,464320.3,88.4
Multifamily,2007,72715,75,2269.6,0.3,478044.9,48
Multifamily,1956,121000,100,5420,0.6,419984,64.4
Multifamily,1991,116565,100,6640.5,0.7,219480.1,76.2
Multifamily,1932,75705,100,3133.6,0.6,208537.5,67.5
Multifamily,1935,56702,100,4504.2,0.7,172472.1,78.4
Multifamily,1930,54187,100,7462.6,0.7,25617.8,65.5
Multifamily,1929,90000,100,30.3,0,16918.3,5.7
Multifamily,1929,50400,100,2486.5,0.7,132860.7,72.3
Multifamily,1926,62280,100,1893.3,0.8,171886.6,87.2
Multifamily,1928,112200,100,6478.5,0.6,283915.9,69.1
Multifamily,1929,151178,100,4440.4,0.6,884889.5,78.3
Multifamily,1967,185174,95,9228.2,0.8,936959.9,91.4
Multifamily,1928,86100,100,216.4,0.7,250045,77.3
Multifamily,1929,106050,100,5555.8,0.4,293063.6,54.4
Multifamily,1931,79000,90,4191.7,0.5,251097.7,59.1
Multifamily,1928,84420,100,5315,0.5,208392,58.7
Multifamily,1928,84420,100,3114.9,0.7,300717.8,73.1
Multifamily,1941,103716,100,6220.8,0.6,294392.2,68.2
Multifamily,1935,57960,100,2765.5,0.7,244727.8,80.6
Multifamily,1931,79683,100,4326,0.6,216040.8,62.1
Multifamily,1980,120000,100,8046.9,0.7,560181.6,77.5
Multifamily,1932,85381,100,6781.8,0.6,377954.6,77.2
Multifamily,1931,100800,100,9182.2,0.6,311060.7,70.3
Multifamily,1938,101086,100,6846.2,0.5,365734.2,58.1
Other,1951,107000,100,107.6,0.5,541453.2,58.9
Multifamily,1953,155347,100,7490.2,0.5,506936.3,60.5
Multifamily,1932,63959,100,3093.9,0.6,186901.2,63.8
Multifamily,1927,62500,100,3998.6,0.6,215262.9,72.7
Multifamily,1934,67666,100,5727.8,0.7,204065,75.5
Multifamily,1942,125000,100,8896.6,0.8,470160.5,88.4
Multifamily,1951,81900,100,5783.5,0,247763,10.3
Multifamily,1978,129990,100,7163.3,0.8,614529.9,88.8
Multifamily,1963,155662,100,7273.5,0.9,768870,110.3
Multifamily,2000,139328,100,8015.8,0.7,935767.9,90.9
Multifamily,2000,92244,100,4484.2,0.7,567441.4,84.7
Multifamily,2000,92406,100,7254.5,0.7,476979.2,78.4
Multifamily,2000,64753,100,3317.3,0.8,441343.2,95.7
Multifamily,2000,68402,100,4865.6,0.7,432662,83.7
Multifamily,2000,92455,100,4510.6,0.7,551236.5,84.2
Multifamily,2007,93642,95,5692.4,0.8,1207551.5,116
Multifamily,2000,157183,100,4888.5,0.8,481230.5,79.6
Multifamily,2000,93105,100,4510.3,0.6,497331.5,77.3
Multifamily,1935,167846,100,9547.7,0.7,574828.4,76.3
Multifamily,1961,151239,100,6651,0.5,472185,58.7
Multifamily,1938,63000,100,7710.4,0.6,246782.3,65.2
Multifamily,1939,66700,100,2713.1,0.5,288551.7,69
Multifamily,1970,196782,100,10095.2,0.5,748222,59.1
Multifamily,1999,81745,100,8848.9,0.3,1547502.2,87.6
Multifamily,1962,114258,100,5207.6,0.7,384780.3,76
Multifamily,1964,106440,100,8530.5,0.6,494029,75.2
Multifamily,1986,190997,100,5423.2,0.6,745339.2,69.6
Multifamily,1970,78438,100,3913.1,0.5,386532,62.2
Multifamily,1970,87446,100,4376.9,0.5,318397.9,61.4
Multifamily,1965,153192,100,9261.3,0.8,895117.9,89.6
Multifamily,1966,157500,100,14150.9,0.7,675843.4,86.9
Multifamily,1970,61299,100,2930.8,0.5,400498,73.5
Multifamily,1969,66242,100,10001.3,0.8,1162763.7,135.8
Multifamily,1960,167440,100,10668.7,0.5,789531,75.3
Multifamily,1972,144750,100,6212.6,0.6,662984,68.7
Multifamily,1976,89472,100,6716.8,0.8,716507.8,103.9
Multifamily,2005,175820,100,1487.1,0,176409.1,4.2
Multifamily,1962,110000,100,4179.4,0.7,542573.7,90.2
Multifamily,1953,267505,100,499586.5,0.7,1260832.2,82.1
Multifamily,1953,174294,100,9227.3,0.8,897050.2,91.6
Facility,2006,60117,100,50,0.1,242069,23.8
Facility,1940,153400,100,2239.4,0.2,2337508.6,53.8
Facility,1962,59022,100,405.4,0,546676.3,36.5
Multifamily,2008,68827,100,3959.4,0.7,605796.5,94.7
Multifamily,2012,190439,100,7563.7,0.4,2831326.9,80.5
Multifamily,2007,227195,100,9988.7,0.4,804812.3,50
Facility,1931,80000,100,20.9,0.2,413572.6,34.7
Other,1950,130000,100,1190.9,0,781241.2,35.7
Multifamily,2007,155680,100,4414.3,0.3,974797.6,50.9
Multifamily,2005,74097,100,3882.5,0.3,585747.3,50
Multifamily,2007,120638,100,5309.7,0.1,1138095.6,44.8
Multifamily,2010,105137,100,4179.6,0.3,917665.5,60.1
Multifamily,2008,66926,95,1433.3,0.4,518448.5,59.3
Office,2006,37500,100,1592.8,2.4,5070106.5,469.7
Office,2004,29240,100,385.4,0.1,355771.6,31.3
Office,1923,102949,100,7523,0.3,6532729.1,250.6
Multifamily,2006,61484,100,3411.9,0.2,777331.3,60.8
Office,1984,199365,100,3644,0.1,2081376.1,46.3
Facility,1954,90000,100,119717.5,0.3,1366456,80.5
Other,1897,65625,100,1197,0,356476.2,43.4
Office,1985,1418610,100,26010.5,0,29214917.9,68.6
Facility,1938,213000,90,291,0,567295.9,25
Facility,1916,55580,100,181.4,0.2,131682.8,25.8
Facility,1960,52000,100,210.1,0.3,310698,45.5
Facility,1959,50000,100,1582.8,0.2,1962684.9,151
Multifamily,1931,467329,100,19565,1,1592443.7,107.2
Retail,1994,108188,90,4450.2,0.6,5050392,132.9
Retail,1960,50895,100,69.6,0.7,264264.5,81.7
Facility,1931,52000,0,0.7,0.2,55185.8,24.7
Multifamily,1961,171325,100,7123.7,0.6,644532.8,68.2
Multifamily,1951,395000,100,16182.9,0.7,1271038.6,74.9
Multifamily,1932,75075,100,3331.1,0,47405.8,82
Multifamily,1942,76320,100,6782.8,0.8,381744.9,100.9
Multifamily,1930,70900,100,5711.1,0,386253.5,100.9
Multifamily,1928,57946,100,5559.5,0.9,324156.3,109.1
Multifamily,1931,77300,100,3607.3,0.1,315697.8,118.4
Multifamily,1931,78000,100,4221.3,0.3,348609.1,73.8
Multifamily,1927,79896,100,6176.8,0.8,787231.4,196.8
Multifamily,1932,154836,100,7567.4,0.7,520420.4,71.2
Multifamily,1942,58650,100,2767,0.8,241357.7,95
Facility,1965,61284,100,669.8,0.2,536690.6,35.6
Multifamily,1942,61056,100,3199.5,0.7,195645.5,80.1
Multifamily,1940,68248,100,3336.2,0.6,244763.2,68.9
Multifamily,1927,65687,100,3216.6,0.9,254889.9,94.9
Multifamily,1929,70000,100,529.3,0.1,56074.6,85.2
Multifamily,1930,83405,100,6694,0.7,290358.9,78.1
Multifamily,1938,151450,100,8818.8,0.6,475471.7,70.1
Multifamily,1936,60000,100,1805.8,0.5,227188.2,62.5
Multifamily,1936,57486,100,2419.2,0.5,189038.4,57.3
Multifamily,1936,64819,100,2898,0.8,213702.8,82.2
Multifamily,1931,79830,100,5763.8,0.8,328064.2,97.9
Multifamily,1931,84000,100,5472.2,0.9,309305,95.7
Multifamily,1930,61950,100,2579.6,0.7,192561.5,74.8
Multifamily,1936,84070,100,5177.3,0.5,361417.6,64.4
Multifamily,1941,65820,100,4598,0.3,222827.5,119.3
Multifamily,1941,65280,100,4284.3,0.9,223040,181.4
Multifamily,1970,68495,100,3432.1,0.7,227833.8,71.8
Multifamily,1970,68495,100,3209.1,0.6,208376.5,68.4
Multifamily,1928,89781,95,5703.3,0.8,378254.5,98.6
Multifamily,1964,77524,100,3993.8,0.6,319054.8,72.2
Multifamily,1926,66216,95,3647.5,0.6,454551.8,87
Multifamily,1940,59274,100,276.1,0.7,243009.8,79.9
Retail,1977,66167,100,3052.1,0.7,4131729.5,253.3
Retail,1982,46348,100,487.9,0.3,351901.1,51.1
Facility,1962,98290,100,150.1,0.4,260390.6,45.6
Retail,1991,82825,100,860.9,0.6,674879.9,78.9
Multifamily,1936,77164,100,3628.1,0.6,293540.1,69.1
Multifamily,1937,75255,100,31968.8,0.6,229101.6,66.6
Multifamily,1931,77164,100,5481.7,0.7,267464.4,80.6
Multifamily,1938,59920,100,2200,0.9,459056.3,112.8
Multifamily,1941,79000,100,5684.8,0.6,766562.1,98.9
Multifamily,1939,97961,100,4258.8,0.7,334995,74.1
Multifamily,1932,97020,100,4821.2,0.7,343383.5,73.6
Multifamily,1930,52000,95,3767.9,0.9,200766,99.4
Multifamily,1937,58500,100,1726.3,0,165031.1,62.1
Multifamily,1954,67775,100,2329.6,0.5,241036,56.6
Multifamily,1931,53000,95,4676.1,0.8,237385,95.4
Multifamily,2006,53500,100,1206.3,0.4,657006.8,79.4
Multifamily,1931,59626,100,4952.9,0.1,176079.8,80
Multifamily,1938,68134,100,2167.1,0.8,205981.7,82.9
Multifamily,1935,58800,95,3159.8,0.9,226712.4,99.1
Multifamily,1951,52499,100,2978.5,0.8,195167.5,85.1
Multifamily,1970,73329,100,2574,0.5,232008.3,53.1
Office,1915,444606,90,9470.6,0.1,7434136.5,77.8
Facility,1928,72000,100,1908,0.9,683106.9,106.4
Facility,2012,81645,100,40.7,0.1,301475.8,17.7
Other,1955,113643,100,222.2,0.4,586753.7,48.3
Multifamily,1970,82301,100,3122.5,0.5,292829.9,57.4
Multifamily,1970,115404,100,5204.2,0.5,559633.8,70.8
Facility,1951,33000,100,1132.6,0,534687.8,89.1
Other,1931,83108,100,1479.8,0.2,716323.1,31.3
Other,1931,133374,100,11653.9,0.5,3999738.1,112.4
Facility,1943,121467,100,141.1,0,119404.6,18.1
Office,1922,390400,100,56.9,0,276535.1,13.7
Facility,1950,58400,75,579.6,0,183735.8,13.4
Other,1970,75000,100,458.6,0.1,1115973.1,60.8
Other,1954,65500,100,199.5,1.2,5196.6,103.8
Facility,1917,115313,100,5929.4,0.4,1038081.3,55.7
Other,1955,52196,100,314,0.5,310262.4,67.6
Facility,1955,55150,100,289.1,0,252897.5,30.2
Facility,1930,61940,100,227.2,0.4,232090.9,48.5
Facility,2006,51463,100,21,0.2,176141.5,26.4
Office,1931,64358,30,2577.7,0.3,96520,34.5
Facility,1905,146860,40,265.6,0,284160,16.2
Other,1922,89615,85,311.2,0.2,186686.3,23.8
Office,1931,96000,50,1210,0.2,785045.9,41.7
Facility,1913,133593,100,842.6,0.1,550470.6,20.7
Facility,1972,60559,100,356,0.6,572426.6,78.2
Other,1972,302677,100,1727.2,0.2,1647629.2,34.1
Facility,1930,102670,100,32,0.5,851652.4,77.4
Multifamily,2011,62797,100,3272.7,0.6,510707,84.3
Multifamily,1930,70800,100,8602.6,0.3,500278.6,128.5
Multifamily,1929,61000,100,4291.6,0.2,429704.6,125.1
Multifamily,2013,143674,100,2900.9,0.2,347384.3,29.4
Office,1920,119990,100,1886.6,0.1,949837.6,74
Facility,2012,66164,100,26.3,0,206528,14.4
Other,1922,73374,100,1117.8,0.4,490847.9,52.3
Other,1912,60000,100,753.6,0.2,248524,32.4
Other,1913,54000,100,665.4,0.1,118778,20
Facility,1913,100923,100,1400.4,0.3,371059.7,42.2
Facility,2015,160000,85,428.7,0.2,1507626.8,48
Multifamily,2010,65000,100,2699,0.6,411337.6,78.8
Multifamily,2007,88000,100,10888.6,0.7,1175938.3,110.2
Multifamily,2007,53133,100,2552.9,0.8,440482.2,96.2
Multifamily,2005,73500,100,3332.1,0.6,548624.6,77.5
Multifamily,2007,130898,100,6202.4,0.7,1315201.1,99.8
Office,2001,693906,80,8930.8,0.1,9355279,56.1
Office,2011,651066,100,11386.6,0.2,11947118.1,77.1
Multifamily,2012,137771,95,3720.8,0.7,551851.5,74.8
Education,1949,74105,100,898.4,0.9,1040057.5,125.1
Other,1925,135000,100,1568.7,0.2,368087.9,27.3
Office,1965,80000,100,831.3,0.4,956573.8,73
Office,2005,275252,100,4769.1,0.2,5006445.8,83.8
Multifamily,2010,72449,100,3537.1,0.4,604084.1,70.2
Other,1923,152800,100,1911.2,0.2,1205664.9,83.9
Office,1926,124000,100,1834.9,0.4,1105803.1,64.5
Office,2010,86250,100,2170.1,0.4,2236724.3,105.6
Other,1931,21135,100,458.6,0.2,1169876.3,94.5
Other,1915,75500,100,1422.4,0.8,370534,80.7
Office,1910,140000,100,994.2,0.5,1317236.3,76.8
Office,1960,69000,100,339.6,0.3,391414.9,49.7
Facility,1939,110250,100,175,0.3,1242661.2,62.1
Facility,1920,350000,100,9643.3,0.1,4257439.2,45.4
Multifamily,2011,63120,90,3018.1,0.5,599291.8,83
Multifamily,2008,71588,100,3539.5,0.7,537139,93.7
Multifamily,1992,77372,100,4992.7,0.5,360745.9,59.7
Multifamily,2001,67870,100,3385.7,0.5,632243.8,77.7
Multifamily,1928,56000,100,8042.5,0.1,438862.2,141.6
Multifamily,1950,575076,100,47659.1,1,4227297.2,121.6
Multifamily,1979,202800,100,11181.1,0.7,851226.5,80.3
Multifamily,1963,69154,100,4765.7,0.7,327138.3,83.2
Multifamily,1937,152204,100,5030.3,0.5,346097,50.8
Multifamily,1926,53796,95,5753.3,1.3,83520,141.3
Multifamily,1935,97714,100,6026.2,1.1,511383.8,120.7
Multifamily,1929,55375,90,2401.4,0.8,252836.6,85.9
Multifamily,1963,99350,100,5969.7,0.1,428846.1,85.7
Multifamily,1956,70944,100,2913.7,0.7,300875.7,76.5
Multifamily,1960,95940,100,3810.6,0.9,437305.2,104.3
Multifamily,1970,111963,100,4093.3,0.4,425609.2,57.4
Multifamily,1939,100000,100,398345.4,0,172417.6,9.4
Multifamily,1940,93964,100,2840.4,0.8,306373.2,81.3
Multifamily,1940,93964,100,2956.3,0.7,287248.1,72.7
Multifamily,1950,52959,100,4329.8,1,141351.4,105.7
Multifamily,1959,70539,100,4297.6,0.8,305410.6,91.5
Multifamily,1930,52000,100,2301,0,197374.3,83.9
Multifamily,1939,52490,100,3225.6,0.8,239995.9,88.7
Multifamily,1931,59837.4,100,10896.9,0.1,233040.3,111.1
Multifamily,1929,73080,100,4561.8,0.9,400608.5,100.1
Multifamily,1929,98500,100,7126.3,0.1,307522.8,75.8
Multifamily,1929,50232,95,3860.3,0.5,301527.8,99.6
Multifamily,1931,62790,100,3673.7,0.9,302467.7,96.1
Multifamily,2010,72591,100,2283.8,0.2,986293.2,57
Multifamily,1964,68770,100,9938.7,0.1,194701.7,91.5
Office,2012,37182,100,5971,0,1122985.1,69.6
Multifamily,1939,50000,100,251605.7,0.2,184540.5,78.6
Multifamily,1930,71166,100,2336.2,0,239647.2,73.7
Multifamily,1928,61016,100,3741.8,0,218814.1,81.3
Multifamily,1923,64576,100,4047,0,226714.5,89
Multifamily,1931,52500,100,2815.7,0.1,268126.9,81.3
Multifamily,1931,51431,100,2793.2,0.8,183136.8,87.9
Office,1914,57820,100,1974.9,0.3,873964.3,78.9
Other,1919,300000,100,7448,0.5,3495780.6,89.2
Entertainment,1976,53550,100,1545,0.4,449103.6,62.7
Office,1951,25500,100,1193.3,0,211577.5,27.8
Facility,1958,116590,100,269.1,0.6,348174.1,61.1
Facility,1967,143895,100,350.3,0.3,275250.8,33.6
Facility,1986,50000,100,349.4,0.2,376295.1,29.9
Multifamily,1929,88000,100,8792.4,0.1,446193.8,84.2
Education,1962,273124,95,775.6,0.6,601008.8,58.7
Multifamily,1965,66100,100,6837.9,0,313524.8,106.5
Multifamily,2000,159572,100,8760.2,0.7,1639947.9,101.5
Multifamily,2008,127338,100,4121.3,0.2,285187.5,28.2
Multifamily,1929,50100,100,2283.1,0.8,172281.5,79.8
Multifamily,1949,62283,100,7743.6,0.7,30199.6,80.7
Multifamily,1950,124710,100,9472.5,0.6,73560,57.3
Multifamily,1972,131250,80,8560.7,0.5,801459.7,68.2
Multifamily,1969,112482,80,7103.5,0.6,468032.9,70.9
Multifamily,1969,136000,100,14102.9,1.2,2002992.2,144
Multifamily,1939,21888,100,900.6,0.5,68391.3,59.7
Multifamily,1939,204459,100,6571.4,0.3,318964.9,34.6
Multifamily,1939,95928,100,3440.5,0.5,181565.4,53.8
Multifamily,1939,48126,100,2181.1,0.7,33832.4,62.4
Multifamily,1939,64416,100,2459.4,0.7,32835.3,63.9
Multifamily,1939,127050,100,4609.2,0.7,190877.8,65.7
Multifamily,1939,97344,100,4261,0.5,282924.6,55
Multifamily,1939,90374,100,3105.1,0.6,102416.9,57.5
Multifamily,1939,124374,100,4448.4,0.7,115377.3,65
Multifamily,1939,125961,100,4253.3,0.6,245090.7,61.8
Multifamily,1948,77889,100,5184.1,0.6,605389.7,84.9
Facility,1960,93000,100,629.6,0.4,1157362.6,79.1
Facility,1964,96087,100,237.6,0.3,540454.4,41.7
Other,1959,167505,100,246.1,1.2,247025.8,124.5
Facility,1965,49634,100,143.8,1.4,545639.9,163.1
Office,2008,58136,100,478.6,0.5,459762.4,74
Facility,1959,100000,100,1310.2,0.3,764799.9,55.4
Education,1968,300000,100,4492.8,0.5,1460552.9,58.6
Multifamily,1996,67072,100,4408.3,0.5,327625,64.7
Hotel,1962,185000,100,12837.3,0.6,2741923.8,156
Facility,1955,104025,100,202.4,0.5,414900,54.3
Facility,1975,291454,100,687.3,0.2,593081.4,20.4
Facility,1961,85000,100,283,0.2,269738.2,24.6
Retail,1959,63173,90,10306.1,0,4202389.3,124.1
Multifamily,1941,126448,100,5680.6,0.5,655601.9,69.8
Multifamily,1961,64356,100,3901.3,0.5,248346.5,65.6
Multifamily,1941,67022,100,2957.8,0.6,177602.5,64.6
Multifamily,1964,56344,100,5886.9,0.8,325176.3,100.6
Multifamily,1965,67810,100,3831.7,0.7,259893.2,80.5
Multifamily,1965,67810,100,4882.6,0.7,264363,78.9
Multifamily,1965,67810,100,5287.6,0.7,435364,88.9
Multifamily,1965,67810,100,5876.9,0.8,297011.3,90.3
Retail,1950,40500,100,658.2,0.9,428870.6,112.8
Multifamily,1962,149414,100,9138.9,0.1,646823.5,104
Multifamily,1962,81128,100,2664.6,0.7,293367,78.7
Multifamily,1924,162450,100,17286.9,0.9,617926.6,95.3
Facility,1965,53000,100,178.8,0.2,201019.9,27.4
Multifamily,1932,55500,100,4745.9,0.8,310950.8,93.9
Multifamily,1958,148066,100,8650.5,0,544536.9,37.9
Multifamily,1956,145379,100,6477.6,0.1,463672.9,16.8
Multifamily,1940,107000,100,10163.8,0.4,402673.7,105.9
Other,1961,207086,100,6903.4,0.8,1163434.6,93.7
Multifamily,1963,542151,100,15926.7,0.6,2497199.6,73.4
Multifamily,1936,106308,95,3814.5,0.6,319602.4,66
Multifamily,1937,107952,100,6747.1,0.9,403672.7,96.3
Multifamily,1963,60000,100,4578.3,0.7,435135,87.9
Multifamily,1937,69445,100,2865,0.9,212962.8,94.8
Multifamily,1934,58278,100,3165,0.8,178640.8,82.4
Multifamily,1960,141824,100,8788.9,0.7,469731.9,79.6
Multifamily,1950,96000,100,5301.4,0.8,401847.5,89.8
Multifamily,1992,104000,100,8254,0,646282.9,30.4
Multifamily,1939,109606,100,5281.2,0.5,367262.9,56.3
Multifamily,1951,113990,100,6073.4,0.7,434485,82.4
Multifamily,1941,118398,100,3334,0.6,379607.5,66.4
Multifamily,1951,109498,100,5406.2,0.7,452548.4,77.9
Multifamily,1939,75833,100,1751.2,0.6,209658.2,67.9
Multifamily,1939,75833,100,1983.1,0.6,209412.6,68.1
Multifamily,1939,75833,100,2057.9,0.6,218909.4,70.3
Multifamily,1939,75833,100,1835,0.6,186590.4,63.8
Multifamily,1939,75833,100,2191,0.6,206592.6,66.4
Multifamily,1955,178100,100,6039.8,0.6,697676.3,70
Multifamily,1939,50996,100,1840.2,0.6,152278.3,72.9
Multifamily,1939,53496,100,1639,0.5,141019.5,53
Multifamily,1942,68000,100,5740.6,1.2,403667.6,129
Multifamily,1937,109592,100,4047.6,0.6,335038.9,65.4
Multifamily,1937,69387,100,2760.3,0.8,209932.4,85.8
Multifamily,1964,170708,100,14491.3,1,916809.9,110
Multifamily,1956,91599,100,5469.9,0.5,254600.5,59
Multifamily,1929,53500,100,5849.8,0,48089.3,6.8
Multifamily,1937,59760,100,2887.3,0.8,200634.7,86.7
Multifamily,1936,114168,100,4862.3,0.1,388599.9,20.7
Multifamily,1937,123600,100,1097.6,0.8,459168.9,86.9
Multifamily,1954,147000,100,11877.6,1,762543.9,110.4
Multifamily,1950,172362,100,7751.3,0,1292443.4,28.9
Multifamily,1950,94990,100,9529.3,0.8,42549,72.7
Multifamily,1954,60000,100,3334.8,0.7,215557.2,83.7
Multifamily,1940,108000,100,3829.3,0,393071.5,93.1
Multifamily,1939,62500,100,3449.1,0.6,205203,67.5
Multifamily,1940,78000,100,3310.1,0.7,230471,74
Multifamily,1937,106949,100,3896.6,0.9,352128.7,103.4
Multifamily,1938,116787,100,3753.7,0.6,363555.6,76.3
Multifamily,1937,72191,100,2885.5,0.6,207932.7,65.2
Multifamily,1938,103200,100,4465.1,0.8,388280.1,89.2
Multifamily,1950,94990,100,7287.1,0.6,319024.9,72.3
Multifamily,1929,102803,100,6741.3,0.7,641315,84.8
Multifamily,1939,88938,100,4585.6,0.8,273892.2,83.5
Multifamily,1948,72000,100,3032.9,0.6,254524.6,76.3
Multifamily,1939,106166,100,3672.9,0.7,313077.8,74.5
Multifamily,1951,57228,100,4640.9,0.8,252595.8,94.2
Multifamily,1929,88243,100,6543.2,0.9,649680.5,103.4
Multifamily,1936,76837,100,2567.9,0.5,296838.3,63.8
Multifamily,1937,59628,100,2524.7,0,200755.9,96.2
Multifamily,1930,79164,100,3677.4,0.7,234673.9,70.4
Multifamily,1927,111000,100,14670,1.1,449817.4,119.6
Multifamily,1953,76956,100,6544,0.9,449113.1,103.2
Multifamily,1962,76510,100,3802.3,0.8,367240.8,89.7
Multifamily,1931,56478,100,4798,1.1,241061.3,127.6
Multifamily,1928,83000,100,8276.4,0.8,381189.5,87.8
Multifamily,1932,70000,100,5383.4,0.7,268220.1,80.3
Multifamily,1963,76230,100,7185.2,0.1,348005.9,112.1
Multifamily,1928,58338,100,5573.7,1,219392.8,99.8
Multifamily,1970,154166,100,7657.6,0.3,565614.9,58.4
Multifamily,1925,57291,95,4699.4,1,197286.3,113.4
Multifamily,1965,76200,100,5192.5,1.2,402186,153.4
Multifamily,1950,90770,100,7221.7,0,435612.9,88.1
Multifamily,1964,67416,100,3252.5,0,335920.7,105.4
Multifamily,2013,53738,100,2295.5,0.5,360469.7,74.1
Multifamily,1931,94384,100,5567.8,0.6,281200.9,65.2
Multifamily,1935,74460,100,6607.3,0.1,270752.3,83.1
Multifamily,1942,53040,100,4665.7,0.9,552066.8,120.8
Multifamily,1922,63980,100,3409.7,0.3,491607.1,50.2
Multifamily,1995,150000,100,9557.9,0.9,1790817.1,130.2
Multifamily,1952,401868,100,8062.5,0.7,2096144.8,86.8
Multifamily,1953,415172,100,19328.8,0.7,2211263.4,84.4
Multifamily,1950,334890,100,7315,1,1740657.6,110.1
Multifamily,1952,71562,100,6577.4,0.6,306249,77.3
Multifamily,1932,58633,100,3168.2,0.7,189650.6,74.9
Multifamily,1951,73800,100,4097.8,0.7,295805.7,80.3
Multifamily,1951,53000,100,3702.1,1.1,228101.2,120.1
Multifamily,1950,74500,100,6610.5,0.8,347170.7,91.2
Multifamily,1958,435435,100,16769.8,0.6,1963918,68.4
Multifamily,1958,415737,100,16297.1,0.7,1886957.9,76.4
Multifamily,1959,253874,100,12355.6,0.7,1310503.2,80.1
Multifamily,1936,61159,100,2144.7,0.6,168224.5,67.7
Multifamily,1936,59117,100,1909.8,0.6,188913.1,68.8
Multifamily,1925,56442,100,5666,1.2,239716.5,129.6
Multifamily,1951,65636,100,4041.7,0.6,239317,71.5
Multifamily,1947,80754,100,5474.6,0.9,327764.3,94.6
Multifamily,1937,104478,100,3138.5,0.3,297810.3,41.9
Multifamily,1952,66204,100,6269,0.9,417159.8,125.4
Multifamily,1946,170500,100,4595.8,0.1,572913,74.1
Multifamily,1937,104476,100,5205.6,0.6,359007.1,69.8
Multifamily,1950,75500,100,4898.2,0.8,365492.7,90.6
Multifamily,1951,79120,100,5647.9,0.8,267457.2,88.4
Multifamily,1950,75500,100,5433.1,0.8,423102.6,93.4
Multifamily,1928,53394,100,5078.7,0.8,211489.4,90.9
Multifamily,1928,53394,100,5659,0.8,219735,103.3
Multifamily,1965,96000,100,5348.6,1.6,402404.1,170.1
Multifamily,1963,60000,100,4243,0.7,290717.9,85.6
Multifamily,1955,127859,100,4595.6,0.5,571026.6,65.3
Multifamily,1938,56636,100,3186.7,0.7,168263.7,80.7
Office,1933,112588,100,2922.1,0.2,1698386.4,63.5
Multifamily,1937,99169,100,3292.9,0.5,71436.5,52.6
Multifamily,1930,91441,100,4014,0,264389.2,73.7
Multifamily,1932,103923,100,4952.1,1,729949,111.2
Multifamily,1937,112760,100,3176.1,0.7,349027.2,76.4
