property type,sqft,Year Built,Occupancy,ENERGY STAR Score,Site EUI (kBtu/ft²),Oil kBtu,Diesel kBtu,Steam kBtu,gas kBtu,Total CO2 tons,Water kgal
Multifamily Housing,106000,1932,100,85,73.4,0,0,0,6597073.3,460.5,6966.6
Multifamily Housing,150000,1960,90,100,6.1,552110.4,0,0,164022.6,73.2,8808.5
Multifamily Housing,155526,1954,100,66,77.6,0,0,0,10020299.4,721.9,0
Multifamily Housing,88272,1925,100,96,70.3,0,0,0,5870099.7,342.6,4334
Multifamily Housing,103012,1939,100,70,77.3,0,0,0,6877700.2,466.3,4730.5
Multifamily Housing,63350,1924,100,89,67.3,559286.4,0,0,3286800.1,260.2,2488.8
Multifamily Housing,164336,1941,100,84,79.1,11078917.7,0,0,9800,1012.3,4646.9
Multifamily Housing,101000,1940,100,92,64.1,0,0,0,5250442.6,392.5,0
Multifamily Housing,134080,1952,100,87,63.2,690000,0,0,6912979.8,506.2,4757.6
Multifamily Housing,76681,1929,100,78,76.6,552000,0,0,4728408.6,352.3,0
Multifamily Housing,58864,1932,100,50,91,329747,0,0,4354322.6,321.3,4281.8
Multifamily Housing,213644,1973,100,76,49.7,0,0,0,5149413.9,780.5,11258.2
Multifamily Housing,60736,1929,95,52,85.5,276000,0,0,4246100.1,311,2422.9
Multifamily Housing,68090,1929,100,90,65.9,0,0,0,3725200.1,268.4,3309.4
Multifamily Housing,196420,1974,100,43,66.3,0,0,0,5925879.9,974.1,9920.5
Multifamily Housing,55146,1953,100,95,52.7,1752876,0,0,211048.2,230.6,0
Multifamily Housing,146750,1956,100,29,104.9,2876471.8,0,0,11033900,964.4,0
Multifamily Housing,115195,1976,100,1,202.6,9233331.4,0,0,12786645.1,1496.8,0
Multifamily Housing,75455,1938,90,45,87.4,0,0,0,5563400,391.2,0
Multifamily Housing,60879,1938,100,67,90.7,0,0,0,4864200,319.3,2678
Multifamily Housing,65000,1939,100,46,86.1,0,0,0,4922415.6,324.1,2251.5
Multifamily Housing,60000,1940,100,77,74.5,146000,0,0,3612483.2,268.7,3110.7
Multifamily Housing,87655,1938,100,97,74.1,414000,0,0,6287799.9,349.3,3950.8
Multifamily Housing,56636,1937,100,81,73.7,0,0,0,3300700,256.2,3062.5
Multifamily Housing,57909,1937,100,77,82.8,0,0,0,3953999.6,288.1,2357.9
Multifamily Housing,59500,1937,100,57,101.2,634800,0,0,4900500.1,358.5,0
Multifamily Housing,70000,1939,100,86,63.1,0,0,0,3632200.2,265.5,0
Multifamily Housing,74242,1940,100,34,112.1,7420619,0,0,3983200.3,545.1,2707.6
Multifamily Housing,57518,1937,100,73,85.7,0,0,0,4043800.1,297.1,3488.4
Multifamily Housing,55156,1939,100,0,79.4,0,0,0,4107013.2,283.9,2105
Multifamily Housing,89253,1971,100,100,50,640872.2,0,0,3538725,267.5,0
Multifamily Housing,68181,1926,100,100,11.7,0,0,0,81400,71,0
Multifamily Housing,106909,1925,100,48,106.9,242652,0,0,10020699.8,659,6093.6
Office,371000,1989,100,74,79.2,0,0,0,5540126.5,2507.5,8966.9
Multifamily Housing,125343,1927,100,72,76.9,0,0,0,7453300,598.6,6303.1
Multifamily Housing,72491,1990,100,0,61.5,3828449.7,0,0,0,359,0
Multifamily Housing,51959,1923,100,13,230.4,9712442.6,0,0,9246437.3,875.8,6391.2
Multifamily Housing,90500,1930,100,59,76.2,292000,0,0,5354899.8,422,4142.7
Multifamily Housing,54404,1933,100,83,72.2,0,0,0,3294315.9,233.7,5412.2
Multifamily Housing,67136,1933,100,84,69.7,0,0,0,3928271.8,278.4,5098
Multifamily Housing,133140,1960,90,95,64.9,0,0,0,8126183.9,479.9,12510.4
Multifamily Housing,77427,1931,100,1,18459.5,0,0,0,36241,145976.5,2324.2
Multifamily Housing,94027,1927,100,81,78.5,0,0,0,7182175.4,513.9,0
Multifamily Housing,103449,1923,100,45,54.3,0,0,0,3263164.3,391.5,0
Office,37500,1992,100,42,115.3,0,0,0,2982100,491.4,0
Multifamily Housing,91500,1940,100,65,76.5,1104275.8,0,0,5215339.3,432,4065.3
Multifamily Housing,52806,1951,90,0,102,11675353.2,0,0,106885.4,533.8,0
Multifamily Housing,158032,1948,100,85,75.1,1008228,0,0,9398172.2,718.7,6531.2
Multifamily Housing,419528,1960,100,77,67.2,1380000,0,0,22086638.9,2199.5,0
Distribution Center,51000,1935,100,35,25.8,0,0,0,0,148.5,398.9
Non-Refrigerated Warehouse,108000,1929,100,0,47.4,2790174.6,0,0,1351706.8,381.6,238.6
Distribution Center,53660,1920,100,7,52,0,0,0,294322.5,247.3,1.3
Non-Refrigerated Warehouse,425915,1949,100,92,27.4,0,0,0,10001133.9,687.2,0
Multifamily Housing,60552,1920,100,6,147.3,16958820.6,0,0,0,669.9,0
Multifamily Housing,60552,1920,100,70,77.3,8479546.6,0,0,0,355.3,2593.6
Non-Refrigerated Warehouse,75654,1928,100,18,32.6,0,0,0,0,228.9,806.4
Self-Storage Facility,49380,2004,80,0,4.5,0,0,0,0,20.6,0
Mixed Use Property,753456,1973,100,0,66.5,0,0,0,46043902.2,8415,0
Self-Storage Facility,59589,2013,90,0,31.4,0,0,0,1175151.8,127.1,69.3
Multifamily Housing,57716,1928,100,16,115,0,0,0,5799100.2,386,8035.6
K-12 School,227500,1962,100,98,45,6855383.1,0,0,723516.1,800.5,0
Non-Refrigerated Warehouse,89000,1970,100,55,52.2,7353518.6,0,0,0,391.9,307
Distribution Center,123000,1970,100,88,27.3,0,0,0,2554124.6,210.3,180.3
Non-Refrigerated Warehouse,87969,1969,100,64,30.5,0,0,0,980000,210.3,647.2
Non-Refrigerated Warehouse,50990,1930,100,0,46.9,61563,0,0,1986036.1,141.8,0
Manufacturing/Industrial Plant,74224,1950,100,0,546.5,0,0,0,1737100.1,3695.6,589.2
Non-Refrigerated Warehouse,183535,1922,100,0,20.9,0,0,0,0,356.6,0
Self-Storage Facility,74009,2007,100,0,35.4,0,0,0,1982080.6,164.4,106.1
Non-Refrigerated Warehouse,73000,1960,100,20,87.9,0,0,0,5926847.8,359.9,0
Non-Refrigerated Warehouse,71000,1955,100,18,74.5,7385346.4,0,0,0,422,0
Self-Storage Facility,104079,1947,100,0,29.3,0,0,0,2135928.9,198.5,69
Multifamily Housing,295000,1960,90,1,167.1,1987199.8,0,0,42740899.1,2859.3,32871
Retail Store,53500,1959,100,91,46,0,0,0,908300,192.1,0
Strip Mall,64868,1952,100,0,35,0,0,0,1882400,135.8,669.6
Retail Store,121731,2000,100,48,96.3,0,0,0,4273189,918,1735.3
Supermarket/Grocery Store,60713,1960,100,85,215.4,0,0,0,5819647.1,982.8,5011.8
Urgent Care/Clinic/Other Outpatient,56433,1971,100,0,104.3,0,0,0,1584700.2,483.1,1109.4
Retail Store,78500,1955,100,71,62.2,0,0,0,1249730.9,403.3,1867.9
Multifamily Housing,423500,1954,100,67,76.3,0,0,0,25273266.9,1994.7,0
Multifamily Housing,236701,1956,100,0,98.8,949826.4,0,0,18186662.2,1448.3,11248.5
Multifamily Housing,163592,1976,100,99,13.5,0,0,0,0,204.5,6151.7
Multifamily Housing,128184,1983,100,60,70.8,0,0,0,6478315.4,585.4,0
Other - Mall,154000,1988,100,0,71.1,0,0,0,6448831.9,760.9,4291.6
Multifamily Housing,122805,1985,100,85,68.5,0,0,0,6602633.1,519.1,7841.1
Office,149000,1944,100,68,111.2,0,0,0,8143101.1,1214.1,2121.5
Office,54574,1942,100,59,59.1,0,0,0,495400,279.5,332.9
Non-Refrigerated Warehouse,160000,1970,100,1,697.9,0,0,0,85364313.5,6975,149708.8
Food Service,55000,1960,100,0,205.8,0,0,0,9441982.8,675.7,816.6
Non-Refrigerated Warehouse,107000,1941,100,9,59.5,0,0,0,3080564.9,469,0
Distribution Center,156000,1919,100,32,91.7,0,0,0,12646173.1,1195.6,1017.4
Other,65000,1930,100,0,55.4,0,0,0,3434755.3,197.8,1088.7
Wholesale Club/Supercenter,111000,1996,100,46,80.5,0,0,0,1153247.9,783.1,154866
Other - Education,92705,2005,100,0,74.2,0,0,0,2923981.2,522,2384.4
Supermarket/Grocery Store,50000,1985,100,36,228.8,0,0,0,6595634.3,1405.3,180779.2
Retail Store,139899,1998,100,80,86.2,0,0,0,3301000.2,987.9,1894
Wholesale Club/Supercenter,119500,1998,100,0,162.1,0,0,0,7239184.3,1509.9,2660.6
Other - Mall,79800,2000,100,0,101.9,0,0,0,2457589,657.3,1947.2
Office,85826,1990,100,24,95.1,3310642.6,0,0,2245820.2,1108.8,3068
Office,69850,2014,70,59,88.2,0,0,0,3252601.7,442.5,807.9
Office,62545,1985,100,74,54.9,0,0,0,224806.2,309.7,1302.8
Hotel,63063,1990,100,57,58.4,0,0,0,1232431.3,292.8,4749.7
Multifamily Housing,64218,1971,100,43,79.8,0,0,0,3868281.7,322,3578.4
Office,148000,1991,100,100,26,0,0,0,2693356.3,607.3,78.5
Senior Care Community,76200,1971,100,0,143.5,0,0,0,6984122.3,737.3,8741
Distribution Center,74000,1972,100,86,33.4,0,0,0,1509356.3,169.4,459.6
Senior Care Community,80703,1971,100,12,129.2,0,0,0,2872638.6,853.3,7530.6
Senior Care Community,76000,1968,100,60,78,0,0,0,612074.2,525.8,5307.4
Manufacturing/Industrial Plant,84641,1983,100,0,27.9,0,0,0,1296059.9,167.6,506.2
Office,90000,1950,95,100,36.6,0,0,0,1794466.6,234.4,4773.2
Manufacturing/Industrial Plant,465667,1994,100,0,213.5,0,2472960.3,0,28872200.1,9720.5,8110.4
Multifamily Housing,499960,1957,100,28,125.5,51296857,0,0,2554274.2,4824.7,32957.8
Senior Care Community,55969,1957,100,58,220.7,0,0,0,8485096.9,809.5,6483
Multifamily Housing,274009,1952,100,53,72.9,0,0,0,11608026,1391.8,14876.5
Other - Mall,244500,2000,100,0,56.4,0,0,0,3739412.4,1130.7,2991.5
Multifamily Housing,234450,1961,100,63,69.2,0,0,0,12348604.9,1015.2,10072.2
Multifamily Housing,193929,1952,100,13,113.6,0,0,0,16113866.6,1404.6,0
Multifamily Housing,180262,1957,100,50,101,276276,0,0,14391163.5,1115.2,8355.7
"Repair Services (Vehicle, Shoe, Locksmith, etc.)",134564,2004,100,0,94.6,0,0,0,11679600.1,717.5,0
Office,56000,1993,100,95,28.5,0,0,0,357906,134.1,794.4
Multifamily Housing,225990,1960,100,67,78.3,0,0,0,13688306.1,1099.5,12922.6
Multifamily Housing,206046,1957,100,65,64.2,1293336,0,0,9786799.7,827,8863.2
Multifamily Housing,153091,1957,100,55,90.6,0,0,0,11248679.7,840.3,7086.3
Manufacturing/Industrial Plant,169696,2001,100,0,72.1,0,0,0,2461021.9,1038.4,3034.1
Self-Storage Facility,98853,1933,100,0,25.6,0,0,0,1661997.7,169.2,44.1
Retail Store,116592,2001,100,66,69.3,0,0,0,2152518.9,664.8,1449.5
Self-Storage Facility,65195,2012,100,0,16.6,0,0,0,327340.6,87.2,240.1
Non-Refrigerated Warehouse,52897,1960,100,85,37,0,0,0,1902003.2,106.3,535.1
Supermarket/Grocery Store,56330,1999,90,100,98.7,0,0,0,0,515.9,1745.6
Multifamily Housing,61140,2007,100,95,50.6,0,0,0,2284600.1,196.5,2202.3
Multifamily Housing,59040,2007,100,34,61.6,0,0,0,1839637,264.4,3377.2
Multifamily Housing,100330,2007,100,95,36.1,0,0,0,1529446,275.2,0
Multifamily Housing,85615,1928,100,77,85.4,0,0,0,6025522.8,439.1,3212.3
Multifamily Housing,175000,1956,100,92,54.3,0,0,0,7561315.2,582.5,5220.2
Multifamily Housing,175000,1956,100,89,56.5,0,0,0,7796424.9,607.4,5826.6
Multifamily Housing,175000,1956,100,86,61.6,0,0,0,8865910,648.3,5946.4
Multifamily Housing,449400,1956,100,37,93.6,0,0,0,34511533.6,2533.9,13790.3
Multifamily Housing,73750,1965,100,61,62.6,2169457.7,0,0,847100,356.6,3862.2
Mixed Use Property,35000,1955,100,0,150.8,0,0,0,8171902.9,1756.6,5155.8
Multifamily Housing,97356,1952,100,96,41.6,1511375.6,0,0,2038350,281,2835.7
Multifamily Housing,173644,1951,100,91,48.6,1518552,0,0,5325292.8,557.9,6054.9
Multifamily Housing,73480,1951,100,15,156.9,2566248.2,0,0,7099959.4,764,9237.9
Multifamily Housing,58080,1952,100,8,182,0,0,0,8163600.4,656.8,0
Multifamily Housing,235500,1954,100,94,52.6,0,0,0,8908617.9,795.4,11265.7
Multifamily Housing,382500,1954,100,64,84.2,45741609,0,0,2199932.6,2477.6,21257.4
Supermarket/Grocery Store,19400,1964,100,0,123.1,0,0,0,1685700,556.5,0
Multifamily Housing,52145,1954,100,30,96.1,0,0,0,3430217,328.7,0
Multifamily Housing,51378,1954,100,18,96.1,0,0,0,2951166.6,340.9,2687.5
Multifamily Housing,142933,1952,100,86,61,579600,0,0,7173700,519.1,4084.3
K-12 School,171000,1955,100,68,44.2,10734889.8,0,0,353933,588.1,1845.6
Office,63966,1985,100,76,72.8,0,0,0,2663263.5,326.2,4248.4
Multifamily Housing,63700,1939,100,32,104.3,11470354.4,0,0,302202.6,498.2,0
Hotel,44000,2006,100,6,125.9,0,0,0,2825186.8,402.1,0
Multifamily Housing,86766,2004,100,100,5.3,0,0,0,0,42.9,4474.1
Self-Storage Facility,107525,1928,100,0,29,0,0,0,2154809.4,203.5,152.9
Mixed Use Property,65580,2003,100,0,46.1,0,0,0,4774048.6,383.8,8201.6
Multifamily Housing,120000,2008,100,51,57.1,0,0,0,3583426.5,652,0
Mixed Use Property,112272,2014,100,0,174.3,0,0,0,23877437.1,2922.9,0
Office,50763,1944,100,0,86.8,0,0,0,4299499.7,539,457.1
Hotel,233230,1989,100,19,99.1,0,0,0,10543053.4,1726.8,15733.7
Other,120000,2003,100,0,47.2,0,0,0,1132300,480.7,27844.6
Multifamily Housing,57725,2001,100,50,86.2,0,0,0,3375627.1,328,3094.2
Multifamily Housing,74056,2000,100,25,83.3,0,0,0,4026094.8,412.5,3401.4
Multifamily Housing,87612,1987,100,41,86.6,0,0,0,6137781.7,460.7,5380.7
Multifamily Housing,152532,2015,100,100,59.1,0,0,0,7910397.9,579.1,0
Other,122391,2005,100,0,82.3,0,0,0,3666414,2526.8,0
Office,73804,1931,100,76,65.7,2550377.8,0,0,146600,420.4,5831.8
Adult Education,85000,1922,100,0,75.5,0,0,0,592600,572.2,0
Senior Care Community,167073,1995,100,34,100.1,0,0,0,11250058.6,1105.7,0
Multifamily Housing,106554,1963,100,0,73.7,0,0,0,6071699.8,495.9,9949.8
Multifamily Housing,52200,1937,100,62,106.6,0,0,0,4944206.9,320.4,4563.1
Multifamily Housing,128637,1960,100,100,21.4,0,0,0,628500,230,6567.9
Multifamily Housing,100000,1967,100,44,114.1,0,0,0,9509093.6,681.9,6434
Multifamily Housing,49617,1959,100,74,82.9,0,0,0,3283999.7,251.3,5347.2
Multifamily Housing,174302,1985,100,73,77.7,0,0,0,11205770.9,812.1,8727.5
Multifamily Housing,130495,1962,100,100,25.5,0,0,0,1327016.7,256,14264.8
Multifamily Housing,86321,1972,100,49,101.5,0,0,0,7297620.1,523.3,7907.7
Multifamily Housing,63410,1967,100,0,100.9,0,0,0,5226384.4,388.9,6785.9
Multifamily Housing,191330,1956,95,63,81.9,621000.2,0,0,12264995.8,961.2,15808.6
Multifamily Housing,79056,1967,100,60,97.6,0,0,0,6765899.6,447.5,0
Multifamily Housing,129650,1957,100,71,82.8,0,0,0,8835418,645.6,0
Multifamily Housing,88880,1969,100,0,63.2,449079.6,0,0,4254899.6,354.3,0
Multifamily Housing,55000,1960,100,11,96.9,0,0,0,3808189.1,343.5,4183.6
Multifamily Housing,65850,1962,100,41,111.5,11551841.8,0,0,360935.5,559.4,0
Multifamily Housing,125139,1959,100,0,92.8,10260120.5,0,0,0,929.2,5997.1
Senior Care Community,87106,1974,95,49,146.3,16402652.6,0,0,924975.9,993.6,23850
Multifamily Housing,167610,1940,100,36,103.6,0,0,0,14503476.2,1035.9,10690.4
Senior Care Community,95000,1950,100,67,121.8,35612.9,0,0,7779453.4,764.4,5897.9
Multifamily Housing,59100,1929,95,30,94.1,0,0,0,4530711.6,336.4,0
Multifamily Housing,59100,1929,95,55,87.6,0,0,0,4530711.6,300.6,8719.2
Multifamily Housing,68240,1951,100,69,87,0,0,0,4944453.8,354.9,0
Multifamily Housing,86298,1988,100,54,86.9,0,0,0,7588499.9,585.9,4765.1
Multifamily Housing,140000,1960,40,1,400.5,0,0,0,53220103.3,3090.9,0
Multifamily Housing,90180,1932,100,72,90.9,0,0,0,8413212.7,553.1,10167.1
Multifamily Housing,67598,1989,100,48,81.2,0,0,0,3518316.5,380.8,4225
Multifamily Housing,110400,1924,100,85,78.9,6003910.8,0,0,4521856.4,577.8,12010.2
Multifamily Housing,148757,1915,100,100,22.5,0,0,0,792400,279.1,9070.1
Multifamily Housing,102140,1963,100,96,53,0,0,0,3713686.5,354.8,5941
Multifamily Housing,78000,1940,100,76,82.9,4934887.7,0,0,533539,492.6,6957.1
Multifamily Housing,130018,1925,100,100,22.3,414358.8,0,0,2400000.1,170.3,8476.9
Multifamily Housing,71791,1986,95,49,103.7,0,0,0,6034773.1,451.2,5129.2
Multifamily Housing,96800,1935,100,94,60,4933383.2,0,0,0,452.7,3717.8
Multifamily Housing,60282,1938,100,98,66,722282.9,0,0,3169108.6,230.8,5316
Multifamily Housing,119761,1973,100,74,84.7,0,0,0,8148923,617.8,5218
Multifamily Housing,61850,1963,100,0,91.9,0,0,0,4947981.7,335.2,4241.8
Senior Care Community,101640,1997,100,1,230.7,0,0,0,13360599.8,1646.1,12056
Multifamily Housing,79336,1967,100,69,84.2,0,0,0,5543300,399.9,0
Senior Care Community,69200,1969,100,35,148.9,0,0,0,6151779.8,712.2,7555.3
Multifamily Housing,72773,1962,100,64,94,0,0,0,5565792.6,414,8634.8
Retail Store,166738,1967,100,1,337.5,0,0,0,31866297.3,3957.3,25965.2
Multifamily Housing,169527,1965,100,0,103,1241034.2,0,0,13620388,1127.5,14257.1
Multifamily Housing,58720,1965,100,18,108.1,0,0,0,5539851.8,369.3,6797.8
Multifamily Housing,193975,1975,100,0,54.2,0,0,0,0,975.1,17143.1
Multifamily Housing,42175,2001,100,37,94.5,0,0,0,3489900.4,310.5,5435.3
Multifamily Housing,107124,1963,100,54,89.8,0,0,0,8293799.9,563.4,11671.2
Multifamily Housing,194886,1963,100,100,5.2,2042399.8,0,0,0,75.8,8752.2
Multifamily Housing,91297,1920,100,88,79.6,0,0,0,7590099.8,445.2,3818.3
Multifamily Housing,104573,1969,100,71,66.1,0,0,0,5307800,431.2,5160.1
Multifamily Housing,80241,1971,100,61,99.1,0,0,0,6567766.7,477.2,8373.1
Multifamily Housing,89960,1985,100,6,90.8,0,0,0,4860615.4,565.1,71391.6
Multifamily Housing,54600,2007,100,86,58,0,0,0,2267800,204,2448
Multifamily Housing,76032,1962,100,0,109.7,6576569.9,0,0,601751.5,642,5046.1
Multifamily Housing,97980,1960,100,100,8.6,1691052,0,0,0,62.7,3971.4
Multifamily Housing,87147,1961,100,59,92.5,0,0,0,6832300.6,476.8,7678
Multifamily Housing,89776,1962,100,59,80.2,607200.2,0,0,5807755,432,5845.3
Multifamily Housing,72901,1960,100,100,35.8,3042866.2,0,0,358819.6,199.9,3227.8
Multifamily Housing,98564,1963,100,64,92.4,13367783.8,0,0,780110,690,8248.3
Multifamily Housing,103710,1962,100,73,88.8,7013723.7,0,0,1019557.6,691.8,10797.2
Multifamily Housing,68604,1969,100,55,93.2,0,0,0,5454808.6,377,5461.5
Multifamily Housing,161084,1950,100,95,76.8,21516217.6,0,0,672662.2,922,8385.5
Multifamily Housing,91440,1983,100,65,76.2,0,0,0,4881557.4,452.8,5758.5
Multifamily Housing,144427,1962,100,88,62.2,414000,0,0,7331199.8,539.4,0
Multifamily Housing,78504,1973,100,100,28.5,552000,0,0,945201.9,165.2,9543.6
Multifamily Housing,86576,1962,100,86,77.6,9660109.8,0,0,715330.3,505.6,8914.7
Multifamily Housing,167560,1962,100,59,101.6,28540332,0,0,0,1314.1,14596
Multifamily Housing,107761,1962,100,36,113.2,8838449.8,0,0,1626745.5,913.3,15732.7
Multifamily Housing,117803,1961,100,0,89.1,552000,0,0,8141300.1,670.6,0
Multifamily Housing,62495,1959,100,70,78.1,0,0,0,4031800.1,292.7,6843.4
Multifamily Housing,56420,1956,100,40,95.8,0,0,0,4695286.6,315.4,0
Multifamily Housing,50000,1970,90,99,67.5,0,0,0,3204346.5,186.2,516480.3
Multifamily Housing,114151,1955,100,34,96.8,17771638.8,0,0,617610,835.6,5445.1
Multifamily Housing,77483,2008,100,0,84.6,0,0,0,4308499.9,437.3,3966.2
Multifamily Housing,48727,2002,100,77,82,0,0,0,3477805.9,312.9,5001.5
Multifamily Housing,37297,2006,100,25,124,0,0,0,4218600.2,381.9,3648.2
Multifamily Housing,180000,1947,100,54,89.5,0,0,0,12938857.3,982,19195.8
Multifamily Housing,86349,1928,100,58,78.9,0,0,0,5746100.1,403.9,6813.2
Multifamily Housing,90763,1987,100,45,87.3,0,0,0,5278177.5,606.4,0
Multifamily Housing,125000,1999,100,3,93.6,0,0,0,6512642,826.8,12293
Multifamily Housing,56740,1929,100,0,186,14053174.4,0,0,2899705.9,849.5,153166.6
Multifamily Housing,59993,1996,100,75,84.2,0,0,0,4225245.7,301.2,4069.3
Multifamily Housing,209695,1963,100,0,73.9,18692818,0,0,1289900,1905.3,0
Mixed Use Property,130333,1974,100,27,124.8,3467940.4,0,0,3563133.4,2693.5,0
Multifamily Housing,265383,1974,100,100,25.7,0,0,0,1749200,562.6,22452.8
Multifamily Housing,68422,1958,100,77,68.5,0,0,0,3825439.4,283.2,5575.4
Multifamily Housing,166498,1960,100,76,72.8,0,0,0,9885668.9,732.7,0
Multifamily Housing,56300,1958,100,57,90.7,0,0,0,4470799.9,296.7,0
Multifamily Housing,161038,1950,100,93,70.6,0,0,0,9109596.3,693,0
Multifamily Housing,65781,1962,100,48,92.3,4895234.5,0,0,406863.7,461.4,0
Multifamily Housing,58811,1930,100,98,66.6,0,0,0,3350050.1,230.7,3183.6
Multifamily Housing,67996,1932,100,55,97.3,10433628.2,0,0,497712.2,497.3,0
Multifamily Housing,79705,1940,100,32,101.3,0,0,0,7034921.1,470.2,5619.4
Multifamily Housing,79438,1950,100,77,88.8,0,0,0,5718535.1,428,0
Multifamily Housing,52520,1957,100,100,28,0,0,0,955606.1,98.6,0
Multifamily Housing,59000,1929,100,13,123.1,6206897.7,0,0,339500,552.1,0
Multifamily Housing,140000,1960,100,69,92.4,4323374.6,0,0,8800400.3,811.7,1288522.4
Multifamily Housing,150870,1961,100,75,82.6,0,0,0,10510966.9,738.8,0
Multifamily Housing,78620,1951,100,93,64.4,3487872.1,0,0,569633,386.6,6043.4
Multifamily Housing,115961,1962,100,96,73.3,7196807.2,0,0,0,662.5,0
Multifamily Housing,102902,1973,100,84,61.3,0,0,0,4850900,392.7,7660.8
Multifamily Housing,109000,1951,100,67,109.5,0,0,0,10630828.1,685.5,7841.8
Multifamily Housing,76670,1963,100,34,104.4,0,0,0,6833999.6,471.2,0
Multifamily Housing,52434,1960,100,0,85.1,0,0,0,3469087.2,283.1,0
Retail Store,122750,1995,100,56,90.2,0,0,0,4575933.2,845.5,313.4
Non-Refrigerated Warehouse,170000,1962,100,53,56,2696796,0,0,2309719.5,767.3,1444
Parking,807226,2006,100,0,129,0,0,0,12711634.5,8948.5,0
Multifamily Housing,210184,2008,100,6,97.5,0,0,0,12260490.9,1415.3,0
Multifamily Housing,384055,2008,100,2,116.3,0,0,0,34429578.4,2779.6,0
Multifamily Housing,67652,1925,100,68,111.7,12211344.8,0,0,542348.5,566.1,10356
Multifamily Housing,58801,1948,100,8,74.2,0,0,0,3634899.5,260.5,4776.4
Multifamily Housing,28916,2009,100,61,97.4,0,0,0,3786939.4,334.2,3420.8
Multifamily Housing,130548,1963,100,10,125.8,0,0,0,13803669.6,976.7,24750
Multifamily Housing,63325,1964,100,32,105.2,0,0,0,5960236.7,381.9,5358.3
Multifamily Housing,132743,1962,100,58,94.2,11257899.3,0,0,1612500,1096.6,0
Multifamily Housing,115500,1900,100,0,133.2,23281703.2,0,0,1275851.5,1168.6,0
Multifamily Housing,88000,1920,100,45,102.4,7091220.1,0,0,514463.7,691.6,7777.6
Multifamily Housing,166600,1962,95,52,86.9,0,0,0,11974770,868.8,0
Multifamily Housing,69618,1956,100,0,117.9,6460690,0,0,696263.6,634.3,0
Multifamily Housing,95926,1964,100,0,91.7,717600,0,0,7045199.9,547.1,0
Multifamily Housing,76790,1989,100,4,128.4,0,0,0,7566919.7,614.8,5325.6
Multifamily Housing,89910,1986,100,86,62.4,0,0,0,4442500.7,344.4,3815.1
Multifamily Housing,200476,1962,95,19,101.9,0,0,0,16841342.9,1227.1,20379.5
Multifamily Housing,144768,1962,100,80,77.6,2477231.4,0,0,8688060.4,674.9,10766
Multifamily Housing,54803,1959,100,37,106.1,0,0,0,4617739.2,356.5,0
Multifamily Housing,376976,1965,100,45,99.1,0,0,0,32478881.2,2178.4,26667.3
Multifamily Housing,270499,1962,100,79,90.6,0,0,0,22730725.5,1371,31381.6
Multifamily Housing,308109,1962,100,45,101.6,0,0,0,27133421.5,1827.7,27728.8
Multifamily Housing,233437,1961,100,90,57.9,0,0,0,10756500.3,827.9,12651.1
Multifamily Housing,225877,1962,100,42,100.4,0,0,0,18300092.9,1377.8,12789.4
Multifamily Housing,306708,1962,100,67,95.4,0,0,0,25127387.7,1718.7,23436.5
Multifamily Housing,305089,1962,100,63,88.7,0,0,0,23003467.2,1598.5,22770.7
Multifamily Housing,349005,1962,100,47,95.7,0,0,0,27961063.8,1989.2,29069.3
Multifamily Housing,144690,1983,100,96,69.2,0,0,0,8971282.2,573.6,17981.5
Multifamily Housing,260760,1986,100,57,82.8,0,0,0,17805294.4,1297.7,15552
Multifamily Housing,78714,1961,100,41,116.1,7070150.1,0,0,759396.9,693.8,0
Multifamily Housing,144760,1997,100,85,69.4,0,0,0,7990384.2,615.5,6250
Multifamily Housing,65813,1970,100,76,82.6,0,0,0,4517530.1,325,4479.3
Multifamily Housing,146432,1970,100,63,92.2,600120,0,0,11030399.9,805.2,12186.5
Multifamily Housing,135068,1989,100,68,68.9,0,0,0,6749616.1,636.7,10298.4
Multifamily Housing,129526,1963,100,71,83.8,0,0,0,9129579,650.6,9107
Multifamily Housing,73765,1973,100,95,30.2,0,0,0,0,207,3950.1
Multifamily Housing,220440,1970,100,0,82.3,0,0,0,14116154.5,1134.4,10346.3
Multifamily Housing,98381,2012,100,70,55.8,0,0,0,3460205.7,435.5,3613.8
Multifamily Housing,156657,1970,100,78,73.2,790850.4,0,0,8744180.2,709.9,0
Multifamily Housing,158451,1970,100,86,69.5,690027.8,0,0,8616919.7,674.1,9498
Multifamily Housing,77822,1966,90,48,88.1,0,0,0,5754659,408.2,5077.6
Multifamily Housing,260900,1955,100,27,80.5,0,0,0,16965027.6,1283.7,7894.8
Hospital,590371,1978,100,63,284.7,4527318.4,0,0,98732626.6,11638.8,86522.1
Multifamily Housing,219845,1963,100,64,87.9,0,0,0,16244354.6,1148.9,12298
Multifamily Housing,115396,1956,100,69,91.2,825964,0,0,8688060.4,623.9,10018.9
Multifamily Housing,110319,1973,100,67,72.9,0,0,0,6230000.4,498.9,8562.8
Multifamily Housing,71058,1969,90,31,101.5,0,0,0,6288921.1,419.5,3755.8
Multifamily Housing,59413,1959,100,2,163.1,15245964.6,0,0,667278.8,730.9,9300.5
Multifamily Housing,118200,1929,100,33,107.4,0,0,0,10716375.8,753.2,0
Multifamily Housing,54947,2001,100,80,68.5,0,0,0,2902048.5,234.1,3892.7
